195151,3,Alive,Good,American linden,11369,Queens,1019810.812,217709.0774
173925,10,Alive,Good,honeylocust,11204,Brooklyn,986951.3017,164764.2673
178756,14,Alive,Good,honeylocust,10023,Manhattan,989843.8185,222317.101
163280,15,Alive,Good,honeylocust,10075,Manhattan,996623.4172,220821.7208
190420,13,Alive,Good,honeylocust,10023,Manhattan,988473.066,219795.3052
190154,10,Alive,Good,honeylocust,11106,Queens,1004816.342,216927.5081
191273,8,Alive,Fair,honeylocust,10010,Manhattan,988582.0146,208674.8524
178435,22,Alive,Fair,ginkgo,11421,Queens,1021126.526,190917.946
180307,3,Alive,Good,ginkgo,11693,Queens,1034762.793,152100.0761
179475,16,Alive,Fair,honeylocust,11215,Brooklyn,989549.5845,182760.8524
189401,20,Alive,Fair,honeylocust,11217,Brooklyn,992013.391,185193.4177
176850,7,Alive,Fair,ginkgo,10003,Manhattan,989067.8995,207315.3495
191197,4,Alive,Good,ginkgo,11415,Queens,1031241.544,198963.8298
183942,3,Alive,Fair,honeylocust,10457,Bronx,1011533.898,250399.7453
178779,7,Alive,Poor,ginkgo,11218,Brooklyn,990967.8114,172711.8108
189593,20,Alive,Good,ginkgo,11215,Brooklyn,991125.7024,184032.0313
200590,19,Alive,Good,ginkgo,11365,Queens,1043021.438,206308.7607
200604,13,Alive,Good,honeylocust,11355,Queens,1030003.224,214004.2039
180266,7,Alive,Good,honeylocust,10023,Manhattan,988766.6707,219930.1832
206337,17,Alive,Good,American linden,11201,Brooklyn,985506.258,189148.7038
206338,15,Alive,Good,American linden,11201,Brooklyn,985536.4262,189135.5778
190393,4,Alive,Good,honeylocust,10021,Manhattan,995346.4912,219650.5486
201558,10,Alive,Good,honeylocust,10002,Manhattan,987137.7039,202222.902
205787,10,Alive,Fair,ginkgo,10023,Manhattan,988895.2768,223491.2634
205970,6,Alive,Good,ginkgo,11370,Queens,1013517.292,219134.2868
179537,13,Alive,Fair,red maple,11358,Queens,1043439.691,217259.2867
196492,37,Alive,Good,pin oak,11229,Brooklyn,1001897.279,159447.4873
179476,9,Alive,Good,pin oak,11215,Brooklyn,989576.7784,182743.6093
189590,24,Alive,Fair,ginkgo,11215,Brooklyn,991176.3739,184111.9166
191351,3,Alive,Good,honeylocust,11375,Queens,1024597.169,198608.3236
208767,11,Alive,Good,honeylocust,10065,Manhattan,994994.2908,217377.8619
205734,10,Alive,Good,honeylocust,10023,Manhattan,988226.6981,223675.1948
201486,13,Alive,Good,honeylocust,11694,Queens,1025867.674,149235.7974
203326,10,Alive,Good,honeylocust,11372,Queens,1015521.978,212529.6071
179994,14,Alive,Good,honeylocust,11222,Brooklyn,998163.1677,203599.1824
208322,10,Dead,,,11237,Brooklyn,1007026.93,196407.8326
178583,14,Alive,Good,American linden,11421,Queens,1021249.34,190124.733
187232,17,Alive,Good,ginkgo,11217,Brooklyn,990833.9514,189176.3533
179887,5,Alive,Good,American linden,11222,Brooklyn,997616.6586,204717.0959
